%time,field.joint1,field.joint2,field.joint3,field.joint4,field.joint5,field.joint6
1407505768240929055,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768254044540,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768266914783,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768279960950,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768292912887,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768305925040,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768317904546,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768330875972,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768343922745,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768356905802,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768369870699,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768382879286,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768395878401,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768407886451,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768422036507,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768433959355,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768446977712,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768459986183,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768472987582,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768487006076,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768498984582,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768512021770,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768526038027,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768539061494,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768550923501,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768562982545,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768575926309,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768589031033,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768601879924,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768613917638,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768626069464,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768638919842,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768650868308,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768663888489,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768675899687,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768688870694,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768701870977,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768713876487,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768726882668,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768739911203,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768752877139,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768766099804,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768777956550,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768790961865,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768804053000,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768816059851,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768830077861,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768843021964,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768854963488,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768869047949,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768882086873,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768895087964,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768906982650,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768917070315,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768929930424,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768941004229,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768952885366,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768964960957,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768976877047,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505768988874169,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505769000947302,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
1407505769012913711,279.719512939,170.78894043,49.8187637329,233.723449707,93.5126876831,79.8486328125
