%time.ns;field.joint2.degree;Field.velocity.degree/s
1407505568715880000;177.252929688;0
1407505568737930000;177.252929688;0
1407505568766860000;177.252929688;0
1407505568795840000;177.252929688;0
1407505568826820000;177.252929688;0
1407505568855820000;177.252929688;0
1407505568885880000;177.252929688;0
1407505568915920000;177.252929688;0
1407505568945890000;177.252929688;0
1407505568975880000;177.252929688;0
1407505569003970000;177.252929688;0
1407505569033840000;177.252929688;0
1407505569060890000;177.252929688;0
1407505569085910000;177.252929688;0
1407505569113910000;177.252929688;0
1407505569141870000;177.252929688;0
1407505569168910000;177.252929688;0
1407505569199840000;177.252929688;0
1407505569229930000;177.252929688;0
1407505569260910000;177.252929688;0
1407505569290890000;177.252929688;0
1407505569321910000;177.252929688;0
1407505569351920000;177.252929688;0
1407505569382910000;177.252929688;0
1407505569410870000;177.252929688;0
1407505569439930000;177.252929688;0
1407505569451830000;177.252929688;0
1407505569464980000;177.252929688;0
1407505569477810000;177.252929688;0
1407505569487820000;177.252929688;0
1407505569495810000;177.252929688;0
1407505569503830000;177.252929688;0
1407505569512860000;177.252929688;0
1407505569525850000;177.252929688;0
1407505569537810000;177.252929688;0
1407505569548820000;177.252929688;0
1407505569560800000;177.252929688;0
1407505569571960000;177.252929688;0
1407505569584980000;177.252929688;0
1407505569594910000;177.252929688;0
1407505569606970000;177.252929688;0
1407505569619930000;177.252929688;0
1407505569631940000;177.252929688;0
1407505569643940000;177.252929688;0
1407505569655940000;177.252929688;0
1407505569667000000;177.252929688;0
1407505569678980000;177.252929688;0
1407505569689900000;177.252929688;0
1407505569699910000;177.252929688;0
1407505569710920000;177.252929688;0
1407505569722950000;177.252929688;0
1407505569732950000;177.252929688;0
1407505569745950000;177.252929688;0
1407505569755830000;177.252929688;0
1407505569768990000;177.252929688;0
1407505569780850000;177.252929688;0
1407505569793860000;177.252929688;0
1407505569805840000;177.252929688;0
1407505569817840000;177.252929688;0
1407505569830810000;177.252929688;0
1407505569843830000;177.252929688;0
1407505569855800000;177.252929688;0
1407505569868840000;177.252929688;0
1407505569881800000;177.252929688;0
1407505569893990000;177.252929688;0
1407505569906950000;177.252929688;0
1407505569918890000;177.252929688;0
1407505569931960000;177.252929688;0
1407505569944950000;177.252929688;0
1407505569957950000;177.252929688;0
1407505569970970000;177.252929688;0
1407505569983990000;177.252929688;0
1407505569996930000;177.252929688;0
1407505570009970000;177.252929688;0
1407505570022910000;177.252929688;0
1407505570035070000;177.252929688;0
1407505570047370000;177.252929688;0
1407505570059000000;177.252929688;0
1407505570071820000;177.252929688;0
1407505570083860000;177.252929688;0
1407505570097910000;177.252929688;0
1407505570109980000;177.252929688;0
1407505570122850000;177.252929688;0
1407505570135840000;177.252929688;0
1407505570148850000;177.252929688;0
1407505570161890000;177.252929688;0
1407505570173840000;177.252929688;0
1407505570186830000;177.252929688;0
1407505570199820000;177.252929688;0
1407505570212020000;177.252929688;0
1407505570224950000;177.252929688;0
1407505570237920000;177.252929688;0
1407505570250880000;177.252929688;0
1407505570263960000;177.252929688;0
1407505570276960000;177.252929688;0
1407505570289940000;177.252929688;0
1407505570303930000;177.252929688;0
1407505570316960000;177.252929688;0
1407505570329940000;177.252929688;0
1407505570340900000;177.252929688;0
1407505570351850000;177.252929688;0
1407505570363970000;177.252929688;0
1407505570376950000;177.252929688;0
1407505570389880000;177.252929688;0
1407505570402830000;177.252929688;0
1407505570414920000;177.252929688;0
1407505570427920000;177.252929688;0
1407505570439890000;177.252929688;0
1407505570450980000;177.252929688;0
1407505570462920000;177.252929688;0
1407505570474880000;177.252929688;0
1407505570487930000;177.252929688;0
1407505570500940000;177.252929688;0
1407505570513060000;177.252929688;0
1407505570526000000;177.252929688;0
1407505570538000000;177.252929688;0
1407505570550030000;177.252929688;0
1407505570562810000;177.252929688;0
1407505570576000000;177.252929688;0
1407505570588000000;177.252929688;0
1407505570600900000;177.252929688;0
1407505570611810000;177.252929688;0
1407505570624790000;177.252929688;0
1407505570637790000;177.252929688;0
1407505570649860000;177.252929688;0
1407505570662820000;177.252929688;0
1407505570675800000;177.252929688;0
1407505570688770000;177.252929688;0
1407505570701980000;177.252929688;0
1407505570714040000;177.252929688;0
1407505570726010000;177.252929688;0
1407505570740000000;177.252929688;0
1407505570752970000;177.252929688;0
1407505570765930000;177.252929688;0
1407505570778930000;177.252929688;0
1407505570791960000;177.252929688;0
1407505570806030000;177.252929688;0
1407505570818910000;177.252929688;0
1407505570831830000;177.252929688;0
1407505570843930000;177.252929688;0
1407505570856970000;177.252929688;0
1407505570868800000;177.252929688;0
1407505570881880000;177.252929688;0
1407505570895850000;177.252929688;0
1407505570907890000;177.252929688;0
1407505570920800000;177.252929688;0
1407505570932780000;177.252929688;0
1407505570945790000;177.252929688;0
1407505570957860000;177.252929688;0
1407505570970800000;177.252929688;0
1407505570982830000;177.252929688;0
1407505570995790000;177.252929688;0
1407505571008880000;177.252929688;0
1407505571021940000;177.252929688;0
1407505571035950000;177.252929688;0
1407505571048990000;177.252929688;0
1407505571061930000;177.252929688;0
1407505571074910000;177.252929688;0
1407505571087910000;177.252929688;0
1407505571101920000;177.252929688;0
1407505571113920000;177.252929688;0
1407505571127970000;177.252929688;0
1407505571140960000;177.252929688;0
1407505571151840000;177.252929688;0
1407505571165050000;177.252929688;0
1407505571177850000;177.252929688;0
1407505571189030000;177.252929688;0
1407505571201930000;177.252929688;0
1407505571215820000;177.252929688;0
1407505571228960000;177.252929688;0
1407505571241820000;177.252929688;0
1407505571254830000;177.252929688;0
1407505571267800000;177.252929688;0
1407505571279800000;177.252929688;0
1407505571291790000;177.252929688;0
1407505571305880000;177.252929688;0
1407505571318780000;177.252929688;0
1407505571330800000;177.252929688;0
1407505571343790000;177.252929688;0
1407505571355890000;177.252929688;0
1407505571368960000;177.252929688;0
1407505571381920000;177.252929688;0
1407505571394910000;177.252929688;0
1407505571408920000;177.252929688;0
1407505571421910000;177.252929688;0
1407505571434930000;177.252929688;0
1407505571448900000;177.252929688;0
1407505571461910000;177.252929688;0
1407505571474840000;177.252929688;0
1407505571487850000;177.252929688;0
1407505571501940000;177.252929688;0
1407505571513930000;177.252929688;0
1407505571525900000;177.252929688;0
1407505571538930000;177.252929688;0
1407505571551920000;177.252929688;0
1407505571565870000;177.252929688;0
1407505571577810000;177.252929688;0
1407505571590810000;177.252929688;0
1407505571603790000;177.252929688;0
1407505571616790000;177.252929688;0
1407505571628800000;177.252929688;0
1407505571641780000;177.252929688;0
1407505571653770000;177.252929688;0
