%time,field.joint1,field.joint2,field.joint3,field.joint4,field.joint5,field.joint6
1407505749007374449,0.0,0.0,0.0,0.0,0.0,0.0
1407505749008385795,0.0,0.0,0.0,0.0,0.0,0.0
1407505749009397956,0.0,0.0,0.0,0.0,0.0,0.0
1407505749010386799,0.0,0.0,0.0,0.0,0.0,0.0
1407505749011386742,0.0,0.0,0.0,0.0,0.0,0.0
1407505749012396467,0.0,0.0,0.0,0.0,0.0,0.0
1407505749013382293,0.0,0.0,0.0,0.0,0.0,0.0
1407505749014385786,0.0,0.0,0.0,0.0,0.0,0.0
1407505749015367549,0.0,0.0,0.0,0.0,0.0,0.0
1407505749016387017,0.0,0.0,0.0,0.0,0.0,0.0
1407505749017378021,0.0,0.0,0.0,0.0,0.0,0.0
1407505749018392371,0.0,0.0,0.0,0.0,0.0,0.0
1407505749019383497,0.0,0.0,0.0,0.0,0.0,0.0
1407505749020394373,0.0,0.0,0.0,0.0,0.0,0.0
1407505749021388071,0.0,0.0,0.0,0.0,0.0,0.0
1407505749022402798,0.0,0.0,0.0,0.0,0.0,0.0
1407505749023398983,0.0,0.0,0.0,0.0,0.0,0.0
1407505749024388791,0.0,0.0,0.0,0.0,0.0,0.0
1407505749025407526,0.0,0.0,0.0,0.0,0.0,0.0
1407505749026392122,0.0,0.0,0.0,0.0,0.0,0.0
1407505749027392579,0.0,0.0,0.0,0.0,0.0,0.0
1407505749028409596,0.0,0.0,0.0,0.0,0.0,0.0
1407505749029408383,0.0,0.0,0.0,0.0,0.0,0.0
1407505749030416507,0.0,0.0,0.0,0.0,0.0,0.0
1407505749031404007,0.0,0.0,0.0,0.0,0.0,0.0
1407505749032391061,0.0,0.0,0.0,0.0,0.0,0.0
1407505749033387454,0.0,0.0,0.0,0.0,0.0,0.0
1407505749034385853,0.0,0.0,0.0,0.0,0.0,0.0
1407505749035380688,0.0,0.0,0.0,0.0,0.0,0.0
1407505749036393050,0.0,0.0,0.0,0.0,0.0,0.0
1407505749037390573,0.0,0.0,0.0,0.0,0.0,0.0
