%time.ns;field.joint4.degree;Field.velocity.degree/s
1407505747498090000;226.823730469;0
1407505747511120000;226.823730469;0
1407505747524080000;226.823730469;0
1407505747536070000;226.823730469;0
1407505747548080000;226.823730469;0
1407505747561070000;226.823730469;0
1407505747572110000;226.823730469;0
1407505747585080000;226.823730469;0
1407505747597270000;226.823730469;0
1407505747609240000;226.823730469;0
1407505747621270000;226.823730469;0
1407505747634230000;226.823730469;0
1407505747646250000;226.823730469;0
1407505747659280000;226.823730469;0
1407505747673220000;226.823730469;0
1407505747685320000;226.823730469;0
1407505747698360000;226.823730469;0
1407505747711150000;226.823730469;0
1407505747722310000;226.823730469;0
1407505747733330000;226.823730469;0
1407505747746150000;226.823730469;0
1407505747758190000;226.823730469;0
1407505747771230000;226.823730469;0
1407505747783110000;226.823730469;0
1407505747796120000;226.823730469;0
1407505747809240000;226.823730469;0
1407505747821090000;226.823730469;0
1407505747834090000;226.823730469;0
1407505747845090000;226.823730469;0
1407505747858130000;226.823730469;0
1407505747867090000;226.823730469;0
1407505747880050000;226.823730469;0
1407505747892070000;226.823730469;0
1407505747905070000;226.823730469;0
1407505747918060000;226.823730469;0
1407505747930150000;226.823730469;0
1407505747942160000;226.823730469;0
1407505747955240000;226.823730469;0
1407505747968230000;226.823730469;0
1407505747982210000;226.823730469;0
1407505747992160000;226.823730469;0
1407505748005240000;226.823730469;0
1407505748018200000;226.823730469;0
1407505748030330000;226.823730469;0
1407505748042220000;226.823730469;0
1407505748055570000;226.823730469;0
1407505748068190000;226.823730469;0
1407505748079240000;226.823730469;0
1407505748091100000;226.823730469;0
1407505748101140000;226.823730469;0
1407505748113110000;226.823730469;0
1407505748126250000;226.823730469;0
1407505748138220000;226.823730469;0
1407505748151250000;226.823730469;0
1407505748164130000;226.823730469;0
1407505748177110000;226.823730469;0
1407505748190140000;226.823730469;0
1407505748203130000;226.823730469;0
1407505748215110000;226.823730469;0
1407505748227140000;226.823730469;0
1407505748239110000;226.823730469;0
1407505748251100000;226.823730469;0
1407505748264120000;226.823730469;0
1407505748277090000;226.823730469;0
1407505748290190000;226.823730469;0
1407505748304120000;226.823730469;0
1407505748317140000;226.823730469;0
1407505748330120000;226.823730469;0
1407505748343780000;226.823730469;0
1407505748356090000;226.823730469;0
1407505748369110000;226.823730469;0
1407505748381120000;226.823730469;0
1407505748393070000;226.823730469;0
1407505748406190000;226.823730469;0
1407505748419190000;226.823730469;0
1407505748431530000;226.823730469;0
1407505748443120000;226.823730469;0
1407505748456270000;226.823730469;0
1407505748467210000;226.823730469;0
1407505748479220000;226.823730469;0
1407505748491110000;226.823730469;0
1407505748502220000;226.823730469;0
1407505748515090000;226.823730469;0
1407505748527120000;226.823730469;0
1407505748539110000;226.823730469;0
1407505748551080000;226.823730469;0
1407505748563090000;226.823730469;0
1407505748575090000;226.823730469;0
1407505748587110000;226.823730469;0
1407505748600240000;226.823730469;0
1407505748612160000;226.823730469;0
1407505748624190000;226.823730469;0
1407505748634210000;226.823730469;0
1407505748646130000;226.823730469;0
1407505748656050000;226.823730469;0
1407505748665060000;226.823730469;0
1407505748676100000;226.823730469;0
1407505748686080000;226.823730469;0
1407505748697100000;226.823730469;0
1407505748710210000;226.823730469;0
1407505748721110000;226.823730469;0
1407505748734170000;226.823730469;0
1407505748746220000;226.823730469;0
1407505748758070000;226.823730469;0
1407505748769210000;226.823730469;0
1407505748782260000;226.823730469;0
1407505748792150000;226.823730469;0
1407505748804320000;226.823730469;0
1407505748818200000;226.823730469;0
1407505748830180000;226.823730469;0
1407505748844170000;226.823730469;0
1407505748857230000;226.823730469;0
1407505748869210000;226.823730469;0
1407505748882230000;226.823730469;0
1407505748893570000;226.823730469;0
1407505748905110000;226.823730469;0
1407505748918170000;226.823730469;0
1407505748948100000;226.823730469;0
1407505748978080000;226.823730469;0
1407505749008100000;226.823730469;0
1407505749034050000;226.823730469;0
1407505749062070000;226.823730469;0
1407505749092210000;226.823730469;0
1407505749120170000;226.823730469;0
1407505749149160000;226.823730469;0
1407505749178420000;226.823730469;0
1407505749205270000;226.823730469;0
1407505749232080000;226.823730469;0
1407505749259170000;226.823730469;0
1407505749288190000;226.823730469;0
1407505749318070000;226.823730469;0
1407505749348060000;226.823730469;0
1407505749377060000;226.823730469;0
1407505749406050000;226.823730469;0
1407505749435110000;226.823730469;0
1407505749466140000;226.823730469;0
1407505749497210000;226.823730469;0
1407505749528180000;226.823730469;0
1407505749554190000;226.823730469;0
1407505749581200000;226.823730469;0
1407505749606180000;226.823730469;0
1407505749633090000;226.823730469;0
1407505749662090000;226.823730469;0
1407505749692050000;226.823730469;0
1407505749722090000;226.823730469;0
1407505749752070000;226.823730469;0
1407505749782060000;226.823730469;0
1407505749810210000;226.823730469;0
1407505749840120000;226.823730469;0
1407505749871230000;226.823730469;0
1407505749900180000;226.823730469;0
1407505749930060000;226.823730469;0
1407505749960190000;226.823730469;0
1407505749984090000;226.823730469;0
1407505750011050000;226.823730469;0
1407505750038070000;226.823730469;0
1407505750066080000;226.823730469;0
1407505750089020000;226.823730469;0
1407505750116080000;226.823730469;0
1407505750143070000;226.823730469;0
1407505750168170000;226.823730469;0
1407505750195160000;226.823730469;0
1407505750226150000;226.823730469;0
1407505750255050000;226.823730469;0
1407505750284140000;226.823730469;0
1407505750312090000;226.823730469;0
1407505750342200000;226.823730469;0
1407505750368050000;226.823730469;0
1407505750395070000;226.823730469;0
1407505750426020000;226.823730469;0
1407505750453050000;226.823730469;0
1407505750481150000;226.823730469;0
1407505750512150000;226.823730469;0
1407505750543130000;226.823730469;0
1407505750572210000;226.823730469;0
1407505750601130000;226.823730469;0
1407505750630020000;226.823730469;0
1407505750660180000;226.823730469;0
1407505750690080000;226.823730469;0
1407505750718070000;226.823730469;0
1407505750725410000;226.823730469;10
1407505750744040000;226.823730469;10
1407505750771030000;226.823730469;10
1407505750799070000;226.823730469;10
1407505750827230000;226.973724365;10
1407505750858160000;226.973724365;10
1407505750888130000;226.973724365;10
1407505750917180000;226.973724365;10
1407505750942020000;226.973724365;10
1407505750971090000;226.973724365;10
1407505750999170000;226.973724365;10
1407505751027070000;226.973724365;10
1407505751055040000;226.973724365;10
1407505751082040000;226.973724365;10
1407505751111020000;227.123718262;10
1407505751139110000;227.123718262;10
1407505751168210000;227.123718262;10
1407505751198390000;227.123718262;10
1407505751225040000;227.123718262;10
1407505751255130000;227.273712158;10
1407505751282170000;227.273712158;10
1407505751310090000;227.273712158;10
1407505751341160000;227.423706055;10
1407505751371170000;227.423706055;10
1407505751402170000;227.423706055;10
1407505751432030000;227.423706055;10
1407505751461130000;227.573699951;10
1407505751491030000;227.573699951;10
1407505751516010000;227.573699951;10
1407505751542030000;227.723693848;10
1407505751568040000;227.723693848;10
1407505751592050000;227.723693848;10
1407505751621040000;227.873687744;10
1407505751648180000;227.873687744;10
1407505751673170000;227.873687744;10
1407505751702160000;227.873687744;10
1407505751728180000;228.023681641;10
1407505751752340000;228.023681641;10
1407505751777150000;228.023681641;10
1407505751804150000;228.173675537;10
1407505751830190000;228.173675537;10
1407505751857070000;228.323669434;10
1407505751882030000;228.323669434;10
1407505751909020000;228.323669434;10
1407505751934040000;228.47366333;10
1407505751960040000;228.47366333;10
1407505751987000000;228.47366333;10
1407505752013140000;228.623657227;10
1407505752040140000;228.623657227;10
1407505752064160000;228.623657227;10
1407505752092100000;228.773651123;10
1407505752122170000;228.773651123;10
1407505752149090000;228.773651123;10
1407505752178040000;228.92364502;10
1407505752205030000;228.92364502;10
1407505752234070000;229.073638916;10
1407505752264040000;229.073638916;10
1407505752290070000;229.073638916;10
1407505752320020000;229.223632812;10
1407505752347140000;229.223632812;10
1407505752372120000;229.223632812;10
1407505752397150000;229.223632812;10
1407505752419130000;229.373626709;10
1407505752447060000;229.373626709;10
1407505752477250000;229.373626709;10
1407505752507240000;229.523620605;10
1407505752535100000;229.523620605;10
1407505752563050000;229.523620605;10
1407505752591020000;229.673614502;10
1407505752619020000;229.673614502;10
1407505752647170000;229.673614502;10
1407505752675130000;229.823608398;10
1407505752703130000;229.823608398;10
1407505752726560000;229.823608398;5
1407505752731120000;229.823608398;5
1407505752760090000;229.823608398;5
1407505752787070000;229.973602295;5
1407505752814050000;229.973602295;5
1407505752841020000;229.973602295;5
1407505752869060000;230.123596191;5
1407505752896030000;230.123596191;5
1407505752926030000;230.273590088;5
1407505752956030000;230.273590088;5
1407505752985120000;230.273590088;5
1407505753015130000;230.423583984;5
1407505753045160000;230.423583984;5
1407505753075120000;230.573577881;5
1407505753104190000;230.573577881;5
1407505753135250000;230.573577881;5
1407505753164010000;230.723571777;5
1407505753193100000;230.723571777;5
1407505753223150000;230.723571777;5
1407505753254120000;230.723571777;5
1407505753282030000;230.873565674;5
1407505753312160000;230.873565674;5
1407505753341070000;231.02355957;5
1407505753370020000;231.02355957;5
1407505753400030000;231.02355957;5
1407505753429010000;231.02355957;5
1407505753456010000;231.173553467;5
1407505753487160000;231.173553467;5
1407505753517160000;231.173553467;5
1407505753547150000;231.323547363;5
1407505753573110000;231.323547363;5
1407505753602050000;231.323547363;5
1407505753627050000;231.47354126;5
1407505753653160000;231.47354126;5
1407505753682000000;231.47354126;5
1407505753709030000;231.623535156;5
1407505753737020000;231.623535156;5
1407505753766040000;231.623535156;5
1407505753798120000;231.623535156;5
1407505753825120000;231.773529053;5
1407505753853120000;231.773529053;5
1407505753882160000;231.923522949;5
1407505753909200000;231.923522949;5
1407505753935110000;231.923522949;5
1407505753964090000;232.073516846;5
1407505753992030000;232.073516846;5
1407505754019050000;232.073516846;5
1407505754043110000;232.073516846;5
1407505754068020000;232.223510742;5
1407505754093030000;232.223510742;5
1407505754118120000;232.373504639;5
1407505754146140000;232.373504639;5
1407505754177090000;232.373504639;5
1407505754207160000;232.523498535;5
1407505754235200000;232.523498535;5
1407505754263190000;232.673492432;5
1407505754292150000;232.673492432;5
1407505754321030000;232.673492432;5
1407505754347990000;232.673492432;5
1407505754376000000;232.823486328;5
1407505754404020000;232.823486328;5
1407505754433110000;232.823486328;5
1407505754462090000;232.973480225;5
1407505754492120000;232.973480225;5
1407505754522150000;232.973480225;5
1407505754553080000;233.123474121;5
1407505754582090000;233.123474121;5
1407505754611130000;233.123474121;5
1407505754639200000;233.273468018;5
1407505754669070000;233.273468018;5
1407505754699100000;233.273468018;5
1407505754727120000;233.273468018;0
1407505754729370000;233.423461914;0
1407505754755160000;233.423461914;0
1407505754786130000;233.423461914;0
1407505754813030000;233.423461914;0
1407505754842040000;233.573455811;0
1407505754869040000;233.573455811;0
1407505754898000000;233.573455811;0
1407505754928120000;233.573455811;0
1407505754959130000;233.723449707;0
1407505754990120000;233.723449707;0
1407505755020230000;233.723449707;0
1407505755049130000;233.723449707;0
1407505755080180000;233.723449707;0
1407505755109220000;233.723449707;0
1407505755138080000;233.723449707;0
1407505755168080000;233.723449707;0
1407505755197040000;233.723449707;0
1407505755226040000;233.723449707;0
1407505755255010000;233.723449707;0
1407505755285020000;233.723449707;0
1407505755313070000;233.723449707;0
1407505755344130000;233.723449707;0
1407505755374160000;233.723449707;0
