%time,field.joint1,field.joint2,field.joint3,field.joint4,field.joint5,field.joint6
1407504216038763320,0.0,0.0,0.0,0.0,0.0,0.0
1407504216039772682,0.0,0.0,0.0,0.0,0.0,0.0
1407504216040831940,0.0,0.0,0.0,0.0,0.0,0.0
1407504216041753552,0.0,0.0,0.0,0.0,0.0,0.0
1407504216042764523,0.0,0.0,0.0,0.0,0.0,0.0
1407504216043750883,0.0,0.0,0.0,0.0,0.0,0.0
1407504216044727674,0.0,0.0,0.0,0.0,0.0,0.0
1407504216045736060,0.0,0.0,0.0,0.0,0.0,0.0
1407504216046863742,0.0,0.0,0.0,0.0,0.0,0.0
1407504216047776415,0.0,0.0,0.0,0.0,0.0,0.0
1407504216048858460,0.0,0.0,0.0,0.0,0.0,0.0
1407504216049760167,0.0,0.0,0.0,0.0,0.0,0.0
1407504216050832962,0.0,0.0,0.0,0.0,0.0,0.0
1407504216051788684,0.0,0.0,0.0,0.0,0.0,0.0
1407504216052763570,0.0,0.0,0.0,0.0,0.0,0.0
1407504216053733942,0.0,0.0,0.0,0.0,0.0,0.0
1407504216054683178,0.0,0.0,0.0,0.0,0.0,0.0
1407504216055660434,0.0,0.0,0.0,0.0,0.0,0.0
1407504216056697608,0.0,0.0,0.0,0.0,0.0,0.0
1407504216057677998,0.0,0.0,0.0,0.0,0.0,0.0
1407504216058731663,0.0,0.0,0.0,0.0,0.0,0.0
1407504216059709435,0.0,0.0,0.0,0.0,0.0,0.0
1407504216060748723,0.0,0.0,0.0,0.0,0.0,0.0
1407504216061704205,0.0,0.0,0.0,0.0,0.0,0.0
1407504216062774629,0.0,0.0,0.0,0.0,0.0,0.0
1407504216063735619,0.0,0.0,0.0,0.0,0.0,0.0
1407504216064758989,0.0,0.0,0.0,0.0,0.0,0.0
1407504216065731294,0.0,0.0,0.0,0.0,0.0,0.0
1407504216066908436,0.0,0.0,0.0,0.0,0.0,0.0
1407504216067815717,0.0,0.0,0.0,0.0,0.0,0.0
1407504216068922575,0.0,0.0,0.0,0.0,0.0,0.0
1407504216069789799,0.0,0.0,0.0,0.0,0.0,0.0
1407504216070782649,0.0,0.0,0.0,0.0,0.0,0.0
1407504216071743045,0.0,0.0,0.0,0.0,0.0,0.0
1407504216072812564,0.0,0.0,0.0,0.0,0.0,0.0
1407504216073772858,0.0,0.0,0.0,0.0,0.0,0.0
1407504216074778721,0.0,0.0,0.0,0.0,0.0,0.0
1407504216075861374,0.0,0.0,0.0,0.0,0.0,0.0
1407504216076698637,0.0,0.0,0.0,0.0,0.0,0.0
1407504216077693170,0.0,0.0,0.0,0.0,0.0,0.0
1407504216078889595,0.0,0.0,0.0,0.0,0.0,0.0
1407504216079838651,0.0,0.0,0.0,0.0,0.0,0.0
1407504216080769249,0.0,0.0,0.0,0.0,0.0,0.0
1407504216081790578,0.0,0.0,0.0,0.0,0.0,0.0
1407504216082788256,0.0,0.0,0.0,0.0,0.0,0.0
1407504216083814066,0.0,0.0,0.0,0.0,0.0,0.0
1407504216084803586,0.0,0.0,0.0,0.0,0.0,0.0
1407504216085794221,0.0,0.0,0.0,0.0,0.0,0.0
1407504216086781551,0.0,0.0,0.0,0.0,0.0,0.0
1407504216087811500,0.0,0.0,0.0,0.0,0.0,0.0
1407504216088776710,0.0,0.0,0.0,0.0,0.0,0.0
1407504216089782630,0.0,0.0,0.0,0.0,0.0,0.0
1407504216090807394,0.0,0.0,0.0,0.0,0.0,0.0
1407504216091825228,0.0,0.0,0.0,0.0,0.0,0.0
1407504216092780323,0.0,0.0,0.0,0.0,0.0,0.0
