%time,field.joint1,field.joint2,field.joint3,field.joint4,field.joint5,field.joint6
1407505560255990173,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560269091646,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560280924302,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560293906886,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560305897892,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560317963478,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560329932731,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560341948740,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560353919228,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560366976324,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560380048291,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560393073666,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560407051230,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560419946905,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560432976989,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560447053094,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560460083530,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560473043259,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560487154884,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560497995329,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560507059877,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560516018721,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560527050230,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560537050169,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560548042039,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560559010396,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560570987868,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560581961132,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560594025954,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560606897059,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560618916846,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560631954781,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560645990817,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560658914267,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560671951551,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
1407505560684998628,3.83303833008,170.252502441,49.8405914307,226.872558594,93.1997833252,80.3394165039
