%time,field.joint1,field.joint2,field.joint3,field.joint4,field.joint5,field.joint6
1407756406343850275,0.0,0.0,0.0,0.0,0.0,0.0
1407756406344783775,0.0,0.0,0.0,0.0,0.0,0.0
1407756406345828520,0.0,0.0,0.0,0.0,0.0,0.0
1407756406346809762,0.0,0.0,0.0,0.0,0.0,0.0
1407756406347809449,0.0,0.0,0.0,0.0,0.0,0.0
1407756406348804646,0.0,0.0,0.0,0.0,0.0,0.0
1407756406349793177,0.0,0.0,0.0,0.0,0.0,0.0
1407756406350843861,0.0,0.0,0.0,0.0,0.0,0.0
1407756406351877423,0.0,0.0,0.0,0.0,0.0,0.0
1407756406352882230,0.0,0.0,0.0,0.0,0.0,0.0
1407756406353873737,0.0,0.0,0.0,0.0,0.0,0.0
1407756406354912499,0.0,0.0,0.0,0.0,0.0,0.0
1407756406355846686,0.0,0.0,0.0,0.0,0.0,0.0
1407756406356916205,0.0,0.0,0.0,0.0,0.0,0.0
1407756406357901937,0.0,0.0,0.0,0.0,0.0,0.0
1407756406358867395,0.0,0.0,0.0,0.0,0.0,0.0
1407756406359913906,0.0,0.0,0.0,0.0,0.0,0.0
1407756406360892133,0.0,0.0,0.0,0.0,0.0,0.0
1407756406361901408,0.0,0.0,0.0,0.0,0.0,0.0
1407756406362824842,0.0,0.0,0.0,0.0,0.0,0.0
1407756406363873732,0.0,0.0,0.0,0.0,0.0,0.0
1407756406364925768,0.0,0.0,0.0,0.0,0.0,0.0
1407756406365846391,0.0,0.0,0.0,0.0,0.0,0.0
1407756406366909983,0.0,0.0,0.0,0.0,0.0,0.0
1407756406367983774,0.0,0.0,0.0,0.0,0.0,0.0
1407756406368901862,0.0,0.0,0.0,0.0,0.0,0.0
1407756406369950867,0.0,0.0,0.0,0.0,0.0,0.0
1407756406370882458,0.0,0.0,0.0,0.0,0.0,0.0
1407756406371884627,0.0,0.0,0.0,0.0,0.0,0.0
1407756406372871634,0.0,0.0,0.0,0.0,0.0,0.0
1407756406373928659,0.0,0.0,0.0,0.0,0.0,0.0
1407756406374863245,0.0,0.0,0.0,0.0,0.0,0.0
1407756406375871241,0.0,0.0,0.0,0.0,0.0,0.0
1407756406376864632,0.0,0.0,0.0,0.0,0.0,0.0
1407756406377884383,0.0,0.0,0.0,0.0,0.0,0.0
1407756406378834524,0.0,0.0,0.0,0.0,0.0,0.0
1407756406379901425,0.0,0.0,0.0,0.0,0.0,0.0
1407756406380905261,0.0,0.0,0.0,0.0,0.0,0.0
1407756406381854198,0.0,0.0,0.0,0.0,0.0,0.0
1407756406382868307,0.0,0.0,0.0,0.0,0.0,0.0
1407756406383904770,0.0,0.0,0.0,0.0,0.0,0.0
1407756406384919077,0.0,0.0,0.0,0.0,0.0,0.0
1407756406385885368,0.0,0.0,0.0,0.0,0.0,0.0
1407756406386845254,0.0,0.0,0.0,0.0,0.0,0.0
1407756406387855118,0.0,0.0,0.0,0.0,0.0,0.0
1407756406388814236,0.0,0.0,0.0,0.0,0.0,0.0
1407756406389891965,0.0,0.0,0.0,0.0,0.0,0.0
1407756406390858042,0.0,0.0,0.0,0.0,0.0,0.0
1407756406391815708,0.0,0.0,0.0,0.0,0.0,0.0
1407756406392890483,0.0,0.0,0.0,0.0,0.0,0.0
1407756406393899813,0.0,0.0,0.0,0.0,0.0,0.0
1407756406394929434,0.0,0.0,0.0,0.0,0.0,0.0
1407756406395851343,0.0,0.0,0.0,0.0,0.0,0.0
1407756406396921208,0.0,0.0,0.0,0.0,0.0,0.0
1407756406397810952,0.0,0.0,0.0,0.0,0.0,0.0
1407756406398848260,0.0,0.0,0.0,0.0,0.0,0.0
1407756406399839800,0.0,0.0,0.0,0.0,0.0,0.0
1407756406400838884,0.0,0.0,0.0,0.0,0.0,0.0
1407756406401849690,0.0,0.0,0.0,0.0,0.0,0.0
1407756406402852370,0.0,0.0,0.0,0.0,0.0,0.0
1407756406403833070,0.0,0.0,0.0,0.0,0.0,0.0
1407756406404839042,0.0,0.0,0.0,0.0,0.0,0.0
1407756406405848179,0.0,0.0,0.0,0.0,0.0,0.0
1407756406406860663,0.0,0.0,0.0,0.0,0.0,0.0
1407756406407861444,0.0,0.0,0.0,0.0,0.0,0.0
1407756406408973025,0.0,0.0,0.0,0.0,0.0,0.0
1407756406409874185,0.0,0.0,0.0,0.0,0.0,0.0
1407756406410960143,0.0,0.0,0.0,0.0,0.0,0.0
1407756406411840815,0.0,0.0,0.0,0.0,0.0,0.0
1407756406412948758,0.0,0.0,0.0,0.0,0.0,0.0
1407756406413848382,0.0,0.0,0.0,0.0,0.0,0.0
1407756406414934250,0.0,0.0,0.0,0.0,0.0,0.0
1407756406415856465,0.0,0.0,0.0,0.0,0.0,0.0
1407756406416971785,0.0,0.0,0.0,0.0,0.0,0.0
1407756406417874293,0.0,0.0,0.0,0.0,0.0,0.0
1407756406418931496,0.0,0.0,0.0,0.0,0.0,0.0
1407756406419866901,0.0,0.0,0.0,0.0,0.0,0.0
1407756406420963579,0.0,0.0,0.0,0.0,0.0,0.0
1407756406421857505,0.0,0.0,0.0,0.0,0.0,0.0
1407756406423003058,0.0,0.0,0.0,0.0,0.0,0.0
1407756406423872123,0.0,0.0,0.0,0.0,0.0,0.0
1407756406424940296,0.0,0.0,0.0,0.0,0.0,0.0
1407756406425830000,0.0,0.0,0.0,0.0,0.0,0.0
1407756406426948472,0.0,0.0,0.0,0.0,0.0,0.0
1407756406427879302,0.0,0.0,0.0,0.0,0.0,0.0
1407756406428963661,0.0,0.0,0.0,0.0,0.0,0.0
1407756406429874110,0.0,0.0,0.0,0.0,0.0,0.0
1407756406430930361,0.0,0.0,0.0,0.0,0.0,0.0
1407756406431835039,0.0,0.0,0.0,0.0,0.0,0.0
1407756406432927632,0.0,0.0,0.0,0.0,0.0,0.0
1407756406433851012,0.0,0.0,0.0,0.0,0.0,0.0
1407756406434977711,0.0,0.0,0.0,0.0,0.0,0.0
1407756406435847998,0.0,0.0,0.0,0.0,0.0,0.0
1407756406436863615,0.0,0.0,0.0,0.0,0.0,0.0
1407756406437874881,0.0,0.0,0.0,0.0,0.0,0.0
1407756406438859378,0.0,0.0,0.0,0.0,0.0,0.0
1407756406439861914,0.0,0.0,0.0,0.0,0.0,0.0
1407756406440810727,0.0,0.0,0.0,0.0,0.0,0.0
1407756406441846444,0.0,0.0,0.0,0.0,0.0,0.0
1407756406442972699,0.0,0.0,0.0,0.0,0.0,0.0
1407756406443852758,0.0,0.0,0.0,0.0,0.0,0.0
1407756406444855454,0.0,0.0,0.0,0.0,0.0,0.0
1407756406445861649,0.0,0.0,0.0,0.0,0.0,0.0
1407756406446855694,0.0,0.0,0.0,0.0,0.0,0.0
1407756406447870965,0.0,0.0,0.0,0.0,0.0,0.0
1407756406448854396,0.0,0.0,0.0,0.0,0.0,0.0
1407756406449862939,0.0,0.0,0.0,0.0,0.0,0.0
1407756406450841284,0.0,0.0,0.0,0.0,0.0,0.0
1407756406451844643,0.0,0.0,0.0,0.0,0.0,0.0
1407756406452831479,0.0,0.0,0.0,0.0,0.0,0.0
1407756406453861068,0.0,0.0,0.0,0.0,0.0,0.0
1407756406454825195,0.0,0.0,0.0,0.0,0.0,0.0
1407756406455830125,0.0,0.0,0.0,0.0,0.0,0.0
1407756406456854724,0.0,0.0,0.0,0.0,0.0,0.0
1407756406457834663,0.0,0.0,0.0,0.0,0.0,0.0
1407756406458851191,0.0,0.0,0.0,0.0,0.0,0.0
1407756406459841686,0.0,0.0,0.0,0.0,0.0,0.0
1407756406460840658,0.0,0.0,0.0,0.0,0.0,0.0
1407756406461932251,0.0,0.0,0.0,0.0,0.0,0.0
1407756406462857127,0.0,0.0,0.0,0.0,0.0,0.0
1407756406463868214,0.0,0.0,0.0,0.0,0.0,0.0
1407756406464857250,0.0,0.0,0.0,0.0,0.0,0.0
1407756406465860518,0.0,0.0,0.0,0.0,0.0,0.0
1407756406466812524,0.0,0.0,0.0,0.0,0.0,0.0
1407756406471124496,0.0,0.0,0.0,0.0,0.0,0.0
1407756406471135433,0.0,0.0,0.0,0.0,0.0,0.0
1407756406471981986,0.0,0.0,0.0,0.0,0.0,0.0
