%time,field.joint1,field.joint2,field.joint3,field.joint4,field.joint5,field.joint6
1407757438786570804,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757438886484457,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757438987568799,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439086372617,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439186489352,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439286396983,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439386375616,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439486454690,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439586482971,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439686470081,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439787394831,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439886348135,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757439986508536,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757440086393863,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757440186353398,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757440286440659,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757440387355311,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757440486368019,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757440586468499,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
1407757440686495730,279.139221191,170.749511719,49.8910446167,226.85043335,93.6292953491,79.8266601562
